Year,Month,Day,Hour,Minute,Second,HYY_META.NOx168
2014,09,30,02,00,00,0.119
2014,09,30,03,00,00,0.176
2014,09,30,04,00,00,0.188
2014,09,30,05,00,00,0.218
2014,09,30,06,00,00,0.234
2014,09,30,07,00,00,0.219
2014,09,30,08,00,00,0.259
2014,09,30,09,00,00,0.319
2014,09,30,10,00,00,0.279
2014,09,30,11,00,00,0.185
2014,09,30,12,00,00,0.269
2014,09,30,13,00,00,0.25
2014,09,30,14,00,00,0.419
2014,09,30,15,00,00,0.17
2014,09,30,16,00,00,0.209
2014,09,30,17,00,00,0.17
2014,09,30,18,00,00,0.231
2014,09,30,19,00,00,0.406
2014,09,30,20,00,00,0.42
2014,09,30,21,00,00,0.338
2014,09,30,22,00,00,0.342
2014,09,30,23,00,00,0.348
2014,10,01,00,00,00,0.287
2014,10,01,01,00,00,0.271
2014,10,01,02,00,00,0.285
2014,10,01,03,00,00,0.255
2014,10,01,04,00,00,0.536
2014,10,01,05,00,00,0.434
2014,10,01,06,00,00,0.308
2014,10,01,07,00,00,0.424
2014,10,01,08,00,00,0.699
2014,10,01,09,00,00,0.776
2014,10,01,10,00,00,1.466
2014,10,01,11,00,00,1.567
2014,10,01,12,00,00,1.271
2014,10,01,13,00,00,1.041
2014,10,01,14,00,00,1.692
2014,10,01,15,00,00,2.266
2014,10,01,16,00,00,3.944
2014,10,01,17,00,00,1.5
2014,10,01,18,00,00,1.626
2014,10,01,19,00,00,2.815
2014,10,01,20,00,00,1.634
2014,10,01,21,00,00,1.387
2014,10,01,22,00,00,1.935
2014,10,01,23,00,00,2.715
2014,10,02,00,00,00,2.397
2014,10,02,01,00,00,1.972
2014,10,02,02,00,00,2.224
2014,10,02,03,00,00,1.402
2014,10,02,04,00,00,1.453
2014,10,02,05,00,00,1.809
2014,10,02,06,00,00,2.059
2014,10,02,07,00,00,2.409
2014,10,02,08,00,00,3.225
2014,10,02,09,00,00,3.522
2014,10,02,10,00,00,3.03
2014,10,02,11,00,00,1.196
2014,10,02,12,00,00,0.748
2014,10,02,13,00,00,0.52
2014,10,02,14,00,00,0.495
2014,10,02,15,00,00,0.518
2014,10,02,16,00,00,0.58
2014,10,02,17,00,00,0.75
2014,10,02,18,00,00,0.738
2014,10,02,19,00,00,0.56
2014,10,02,20,00,00,0.462
2014,10,02,21,00,00,0.582
2014,10,02,22,00,00,0.546
2014,10,02,23,00,00,0.431
2014,10,03,00,00,00,0.425
2014,10,03,01,00,00,0.389
2014,10,03,02,00,00,0.352
2014,10,03,03,00,00,0.292
2014,10,03,04,00,00,0.272
2014,10,03,05,00,00,0.38
2014,10,03,06,00,00,0.418
2014,10,03,07,00,00,0.497
2014,10,03,08,00,00,1.445
2014,10,03,09,00,00,0.991
2014,10,03,10,00,00,1.419
2014,10,03,11,00,00,0.697
2014,10,03,12,00,00,1.085
2014,10,03,13,00,00,0.896
2014,10,03,14,00,00,0.584
2014,10,03,15,00,00,0.576
2014,10,03,16,00,00,0.723
2014,10,03,17,00,00,1.158
2014,10,03,18,00,00,1.52
2014,10,03,19,00,00,1.311
2014,10,03,20,00,00,1.127
2014,10,03,21,00,00,1.197
2014,10,03,22,00,00,1.164
2014,10,03,23,00,00,1.143
2014,10,04,00,00,00,1.049
2014,10,04,01,00,00,0.974
2014,10,04,02,00,00,0.949
2014,10,04,03,00,00,0.926
2014,10,04,04,00,00,0.908
2014,10,04,05,00,00,0.905
2014,10,04,06,00,00,0.947
2014,10,04,07,00,00,1.617
2014,10,04,08,00,00,1.829
2014,10,04,09,00,00,0.953
2014,10,04,10,00,00,0.857
2014,10,04,11,00,00,0.921
2014,10,04,12,00,00,0.796
2014,10,04,13,00,00,1.806
2014,10,04,14,00,00,2.046
2014,10,04,15,00,00,2.2
2014,10,04,16,00,00,2.072
2014,10,04,17,00,00,1.577
2014,10,04,18,00,00,1.455
2014,10,04,19,00,00,1.627
2014,10,04,20,00,00,1.67
2014,10,04,21,00,00,1.405
2014,10,04,22,00,00,0.471
2014,10,04,23,00,00,1.153
2014,10,05,00,00,00,1.019
2014,10,05,01,00,00,0.86
2014,10,05,02,00,00,1.206
2014,10,05,03,00,00,1.513
2014,10,05,04,00,00,1.366
2014,10,05,05,00,00,1.585
2014,10,05,06,00,00,1.835
2014,10,05,07,00,00,0.79
2014,10,05,08,00,00,0.417
2014,10,05,09,00,00,0.743
2014,10,05,10,00,00,0.679
2014,10,05,11,00,00,0.395
2014,10,05,12,00,00,0.197
2014,10,05,13,00,00,0.152
2014,10,05,14,00,00,0.169
2014,10,05,15,00,00,0.171
2014,10,05,16,00,00,0.325
2014,10,05,17,00,00,0.266
2014,10,05,18,00,00,0.344
2014,10,05,19,00,00,0.278
2014,10,05,20,00,00,0.254
2014,10,05,21,00,00,0.303
2014,10,05,22,00,00,0.328
2014,10,05,23,00,00,0.309
2014,10,06,00,00,00,1.47
2014,10,06,01,00,00,0.552
2014,10,06,02,00,00,0.304
2014,10,06,03,00,00,0.225
2014,10,06,04,00,00,0.211
2014,10,06,05,00,00,0.418
2014,10,06,06,00,00,0.271
2014,10,06,07,00,00,0.342
2014,10,06,08,00,00,1.154
2014,10,06,09,00,00,0.852
2014,10,06,10,00,00,0.808
2014,10,06,11,00,00,0.844
2014,10,06,12,00,00,0.766
2014,10,06,13,00,00,1.045
2014,10,06,14,00,00,0.557
2014,10,06,15,00,00,0.56
2014,10,06,16,00,00,0.668
2014,10,06,17,00,00,0.684
2014,10,06,18,00,00,1.105
2014,10,06,19,00,00,2.172
2014,10,06,20,00,00,1.674
2014,10,06,21,00,00,1.076
2014,10,06,22,00,00,1.076
2014,10,06,23,00,00,0.615
2014,10,07,00,00,00,0.617
2014,10,07,01,00,00,0.704
2014,10,07,02,00,00,1.015
2014,10,07,03,00,00,1.328
2014,10,07,04,00,00,1.538
2014,10,07,05,00,00,1.732
2014,10,07,06,00,00,1.629
2014,10,07,07,00,00,1.571
2014,10,07,08,00,00,1.691
2014,10,07,09,00,00,1.8
2014,10,07,10,00,00,1.409
2014,10,07,11,00,00,1.252
2014,10,07,12,00,00,0.964
2014,10,07,13,00,00,1.003
2014,10,07,14,00,00,1.038
2014,10,07,15,00,00,0.982
2014,10,07,16,00,00,1.087
2014,10,07,17,00,00,0.91
2014,10,07,18,00,00,0.736
2014,10,07,19,00,00,0.686
2014,10,07,20,00,00,0.957
2014,10,07,21,00,00,1.568
2014,10,07,22,00,00,2.132
2014,10,07,23,00,00,1.771
2014,10,08,00,00,00,1.788
2014,10,08,01,00,00,1.586
2014,10,08,02,00,00,1.469
2014,10,08,03,00,00,0.978
2014,10,08,04,00,00,0.855
2014,10,08,05,00,00,1.31
2014,10,08,06,00,00,1.142
2014,10,08,07,00,00,1.567
2014,10,08,08,00,00,1.041
2014,10,08,09,00,00,1.022
2014,10,08,10,00,00,1.029
2014,10,08,11,00,00,1.244
2014,10,08,12,00,00,1.538
2014,10,08,13,00,00,2.3
2014,10,08,14,00,00,2.081
2014,10,08,15,00,00,1.248
2014,10,08,16,00,00,1.615
2014,10,08,17,00,00,2.373
2014,10,08,18,00,00,2.505
2014,10,08,19,00,00,1.892
2014,10,08,20,00,00,1.607
2014,10,08,21,00,00,1.269
2014,10,08,22,00,00,0.918
2014,10,08,23,00,00,0.682
2014,10,09,00,00,00,0.587
2014,10,09,01,00,00,0.557
2014,10,09,02,00,00,0.504
2014,10,09,03,00,00,0.39
2014,10,09,04,00,00,0.366
2014,10,09,05,00,00,0.552
2014,10,09,06,00,00,1.06
2014,10,09,07,00,00,1.09
2014,10,09,08,00,00,1.934
2014,10,09,09,00,00,1.161
2014,10,09,10,00,00,0.883
2014,10,09,11,00,00,0.74
2014,10,09,12,00,00,0.692
2014,10,09,13,00,00,1.02
2014,10,09,14,00,00,0.984
2014,10,09,15,00,00,0.588
2014,10,09,16,00,00,1.932
2014,10,09,17,00,00,2.093
2014,10,09,18,00,00,1.977
2014,10,09,19,00,00,2.899
2014,10,09,20,00,00,1.433
2014,10,09,21,00,00,0.937
2014,10,09,22,00,00,0.944
2014,10,09,23,00,00,0.783
2014,10,10,00,00,00,1.016
2014,10,10,01,00,00,1.618
2014,10,10,02,00,00,1.684
2014,10,10,03,00,00,2.089
2014,10,10,04,00,00,1.451
2014,10,10,05,00,00,1.415
2014,10,10,06,00,00,2.006
2014,10,10,07,00,00,2.81
2014,10,10,08,00,00,2.117
2014,10,10,09,00,00,1.458
2014,10,10,10,00,00,1.44
2014,10,10,11,00,00,1.291
2014,10,10,12,00,00,1.175
2014,10,10,13,00,00,0.493
2014,10,10,14,00,00,0.779
2014,10,10,15,00,00,0.908
2014,10,10,16,00,00,1.094
2014,10,10,17,00,00,1.636
2014,10,10,18,00,00,1.646
2014,10,10,19,00,00,1.488
2014,10,10,20,00,00,1.097
2014,10,10,21,00,00,0.731
2014,10,10,22,00,00,0.782
2014,10,10,23,00,00,0.819
2014,10,11,00,00,00,0.83
2014,10,11,01,00,00,0.568
2014,10,11,02,00,00,0.614
2014,10,11,03,00,00,0.616
2014,10,11,04,00,00,0.516
2014,10,11,05,00,00,0.511
2014,10,11,06,00,00,0.474
2014,10,11,07,00,00,0.438
2014,10,11,08,00,00,0.366
2014,10,11,09,00,00,0.335
2014,10,11,10,00,00,0.416
2014,10,11,11,00,00,0.361
2014,10,11,12,00,00,0.346
2014,10,11,13,00,00,0.364
2014,10,11,14,00,00,0.388
2014,10,11,15,00,00,0.328
2014,10,11,16,00,00,0.348
2014,10,11,17,00,00,0.35
2014,10,11,18,00,00,0.292
2014,10,11,19,00,00,0.312
2014,10,11,20,00,00,0.251
2014,10,11,21,00,00,0.289
2014,10,11,22,00,00,0.272
2014,10,11,23,00,00,0.314
2014,10,12,00,00,00,0.318
2014,10,12,01,00,00,0.306
2014,10,12,02,00,00,0.263
2014,10,12,03,00,00,0.282
2014,10,12,04,00,00,0.323
2014,10,12,05,00,00,0.283
2014,10,12,06,00,00,0.293
2014,10,12,07,00,00,0.233
2014,10,12,08,00,00,0.225
2014,10,12,09,00,00,0.25
2014,10,12,10,00,00,0.224
2014,10,12,11,00,00,0.28
2014,10,12,12,00,00,0.24
2014,10,12,13,00,00,0.25
2014,10,12,14,00,00,0.28
2014,10,12,15,00,00,0.487
2014,10,12,16,00,00,0.459
2014,10,12,17,00,00,0.305
2014,10,12,18,00,00,0.691
2014,10,12,19,00,00,0.599
2014,10,12,20,00,00,0.657
2014,10,12,21,00,00,0.953
2014,10,12,22,00,00,0.875
2014,10,12,23,00,00,0.77
2014,10,13,00,00,00,0.578
2014,10,13,01,00,00,0.483
2014,10,13,02,00,00,0.454
2014,10,13,03,00,00,0.369
2014,10,13,04,00,00,0.37
2014,10,13,05,00,00,0.42
2014,10,13,06,00,00,0.627
2014,10,13,07,00,00,0.672
2014,10,13,08,00,00,0.502
2014,10,13,09,00,00,0.761
2014,10,13,10,00,00,0.759
2014,10,13,11,00,00,1.725
2014,10,13,12,00,00,1.088
2014,10,13,13,00,00,1.711
2014,10,13,14,00,00,1.487
2014,10,13,15,00,00,1.206
2014,10,13,16,00,00,0.724
2014,10,13,17,00,00,0.488
2014,10,13,18,00,00,0.514
2014,10,13,19,00,00,0.523
2014,10,13,20,00,00,0.464
2014,10,13,21,00,00,0.516
2014,10,13,22,00,00,0.491
2014,10,13,23,00,00,0.471
2014,10,14,00,00,00,1.009
2014,10,14,01,00,00,0.908
2014,10,14,02,00,00,0.684
2014,10,14,03,00,00,0.74
2014,10,14,04,00,00,0.734
2014,10,14,05,00,00,0.475
2014,10,14,06,00,00,0.553
2014,10,14,07,00,00,0.621
2014,10,14,08,00,00,0.703
2014,10,14,09,00,00,0.886
2014,10,14,10,00,00,0.906
2014,10,14,11,00,00,1.517
2014,10,14,12,00,00,0.981
2014,10,14,13,00,00,0.843
2014,10,14,14,00,00,0.757
2014,10,14,15,00,00,0.819
2014,10,14,16,00,00,0.906
2014,10,14,17,00,00,0.589
2014,10,14,18,00,00,0.775
2014,10,14,19,00,00,0.76
2014,10,14,20,00,00,0.933
2014,10,14,21,00,00,0.973
2014,10,14,22,00,00,0.513
2014,10,14,23,00,00,0.387
2014,10,15,00,00,00,0.357
2014,10,15,01,00,00,0.386
2014,10,15,02,00,00,0.655
2014,10,15,03,00,00,0.369
2014,10,15,04,00,00,0.199
2014,10,15,05,00,00,0.258
2014,10,15,06,00,00,0.214
2014,10,15,07,00,00,0.263
2014,10,15,08,00,00,0.307
2014,10,15,09,00,00,0.516
2014,10,15,10,00,00,0.679
2014,10,15,11,00,00,0.757
2014,10,15,12,00,00,0.566
2014,10,15,13,00,00,0.509
2014,10,15,14,00,00,0.476
2014,10,15,15,00,00,0.323
2014,10,15,16,00,00,0.257
2014,10,15,17,00,00,0.296
2014,10,15,18,00,00,0.35
2014,10,15,19,00,00,0.42
2014,10,15,20,00,00,0.45
2014,10,15,21,00,00,0.405
2014,10,15,22,00,00,0.335
2014,10,15,23,00,00,0.293
2014,10,16,00,00,00,0.305
2014,10,16,01,00,00,0.278
2014,10,16,02,00,00,0.319
2014,10,16,03,00,00,0.258
2014,10,16,04,00,00,0.342
2014,10,16,05,00,00,0.419
2014,10,16,06,00,00,0.311
2014,10,16,07,00,00,0.398
2014,10,16,08,00,00,0.47
2014,10,16,09,00,00,0.539
2014,10,16,10,00,00,0.681
2014,10,16,11,00,00,0.485
2014,10,16,12,00,00,0.42
2014,10,16,13,00,00,NaN
2014,10,16,14,00,00,NaN
2014,10,16,15,00,00,NaN
2014,10,16,16,00,00,NaN
2014,10,16,17,00,00,NaN
2014,10,16,18,00,00,NaN
2014,10,16,19,00,00,NaN
2014,10,16,20,00,00,NaN
2014,10,16,21,00,00,NaN
2014,10,16,22,00,00,NaN
2014,10,16,23,00,00,NaN
2014,10,17,00,00,00,NaN
2014,10,17,01,00,00,NaN
2014,10,17,02,00,00,NaN
2014,10,17,03,00,00,NaN
2014,10,17,04,00,00,NaN
2014,10,17,05,00,00,NaN
2014,10,17,06,00,00,NaN
2014,10,17,07,00,00,NaN
2014,10,17,08,00,00,NaN
2014,10,17,09,00,00,NaN
2014,10,17,10,00,00,NaN
2014,10,17,11,00,00,NaN
2014,10,17,12,00,00,NaN
2014,10,17,13,00,00,NaN
2014,10,17,14,00,00,NaN
2014,10,17,15,00,00,NaN
2014,10,17,16,00,00,NaN
2014,10,17,17,00,00,NaN
2014,10,17,18,00,00,NaN
2014,10,17,19,00,00,NaN
2014,10,17,20,00,00,NaN
2014,10,17,21,00,00,NaN
2014,10,17,22,00,00,NaN
2014,10,17,23,00,00,NaN
2014,10,18,00,00,00,NaN
2014,10,18,01,00,00,NaN
2014,10,18,02,00,00,NaN
2014,10,18,03,00,00,NaN
2014,10,18,04,00,00,NaN
2014,10,18,05,00,00,NaN
2014,10,18,06,00,00,NaN
2014,10,18,07,00,00,NaN
2014,10,18,08,00,00,NaN
2014,10,18,09,00,00,NaN
2014,10,18,10,00,00,NaN
2014,10,18,11,00,00,NaN
2014,10,18,12,00,00,NaN
2014,10,18,13,00,00,NaN
2014,10,18,14,00,00,NaN
2014,10,18,15,00,00,NaN
2014,10,18,16,00,00,NaN
2014,10,18,17,00,00,NaN
2014,10,18,18,00,00,NaN
2014,10,18,19,00,00,NaN
2014,10,18,20,00,00,NaN
2014,10,18,21,00,00,NaN
2014,10,18,22,00,00,NaN
2014,10,18,23,00,00,NaN
2014,10,19,00,00,00,NaN
2014,10,19,01,00,00,NaN
2014,10,19,02,00,00,NaN
2014,10,19,03,00,00,NaN
2014,10,19,04,00,00,NaN
2014,10,19,05,00,00,NaN
2014,10,19,06,00,00,NaN
2014,10,19,07,00,00,NaN
2014,10,19,08,00,00,NaN
2014,10,19,09,00,00,NaN
2014,10,19,10,00,00,NaN
2014,10,19,11,00,00,NaN
2014,10,19,12,00,00,NaN
2014,10,19,13,00,00,NaN
2014,10,19,14,00,00,NaN
2014,10,19,15,00,00,NaN
2014,10,19,16,00,00,NaN
2014,10,19,17,00,00,NaN
2014,10,19,18,00,00,NaN
2014,10,19,19,00,00,NaN
2014,10,19,20,00,00,NaN
2014,10,19,21,00,00,NaN
2014,10,19,22,00,00,NaN
2014,10,19,23,00,00,NaN
2014,10,20,00,00,00,NaN
2014,10,20,01,00,00,NaN
2014,10,20,02,00,00,NaN
2014,10,20,03,00,00,NaN
2014,10,20,04,00,00,NaN
2014,10,20,05,00,00,NaN
2014,10,20,06,00,00,NaN
2014,10,20,07,00,00,NaN
2014,10,20,08,00,00,NaN
2014,10,20,09,00,00,NaN
2014,10,20,10,00,00,NaN
2014,10,20,11,00,00,NaN
2014,10,20,12,00,00,NaN
2014,10,20,13,00,00,NaN
2014,10,20,14,00,00,NaN
2014,10,20,15,00,00,NaN
2014,10,20,16,00,00,NaN
2014,10,20,17,00,00,NaN
2014,10,20,18,00,00,NaN
2014,10,20,19,00,00,NaN
2014,10,20,20,00,00,NaN
2014,10,20,21,00,00,NaN
2014,10,20,22,00,00,NaN
2014,10,20,23,00,00,NaN
2014,10,21,00,00,00,NaN
2014,10,21,01,00,00,NaN
2014,10,21,02,00,00,NaN
2014,10,21,03,00,00,NaN
2014,10,21,04,00,00,NaN
2014,10,21,05,00,00,NaN
2014,10,21,06,00,00,NaN
2014,10,21,07,00,00,NaN
2014,10,21,08,00,00,NaN
2014,10,21,09,00,00,NaN
2014,10,21,10,00,00,NaN
2014,10,21,11,00,00,NaN
2014,10,21,12,00,00,NaN
2014,10,21,13,00,00,NaN
2014,10,21,14,00,00,NaN
2014,10,21,15,00,00,NaN
2014,10,21,16,00,00,NaN
2014,10,21,17,00,00,NaN
2014,10,21,18,00,00,NaN
2014,10,21,19,00,00,NaN
2014,10,21,20,00,00,NaN
2014,10,21,21,00,00,NaN
2014,10,21,22,00,00,NaN
2014,10,21,23,00,00,NaN
2014,10,22,00,00,00,NaN
2014,10,22,01,00,00,NaN
2014,10,22,02,00,00,NaN
2014,10,22,03,00,00,NaN
2014,10,22,04,00,00,NaN
2014,10,22,05,00,00,NaN
2014,10,22,06,00,00,NaN
2014,10,22,07,00,00,NaN
2014,10,22,08,00,00,NaN
2014,10,22,09,00,00,NaN
2014,10,22,10,00,00,NaN
2014,10,22,11,00,00,NaN
2014,10,22,12,00,00,NaN
2014,10,22,13,00,00,NaN
2014,10,22,14,00,00,NaN
2014,10,22,15,00,00,NaN
2014,10,22,16,00,00,NaN
2014,10,22,17,00,00,NaN
2014,10,22,18,00,00,NaN
2014,10,22,19,00,00,NaN
2014,10,22,20,00,00,NaN
2014,10,22,21,00,00,NaN
2014,10,22,22,00,00,NaN
2014,10,22,23,00,00,NaN
2014,10,23,00,00,00,NaN
2014,10,23,01,00,00,NaN
2014,10,23,02,00,00,NaN
2014,10,23,03,00,00,NaN
2014,10,23,04,00,00,NaN
2014,10,23,05,00,00,NaN
2014,10,23,06,00,00,NaN
2014,10,23,07,00,00,NaN
2014,10,23,08,00,00,NaN
2014,10,23,09,00,00,NaN
2014,10,23,10,00,00,NaN
2014,10,23,11,00,00,NaN
2014,10,23,12,00,00,NaN
2014,10,23,13,00,00,NaN
2014,10,23,14,00,00,NaN
2014,10,23,15,00,00,NaN
2014,10,23,16,00,00,NaN
2014,10,23,17,00,00,NaN
2014,10,23,18,00,00,NaN
2014,10,23,19,00,00,NaN
2014,10,23,20,00,00,NaN
2014,10,23,21,00,00,NaN
2014,10,23,22,00,00,NaN
2014,10,23,23,00,00,NaN
2014,10,24,00,00,00,NaN
2014,10,24,01,00,00,NaN
2014,10,24,02,00,00,NaN
2014,10,24,03,00,00,NaN
2014,10,24,04,00,00,NaN
2014,10,24,05,00,00,NaN
2014,10,24,06,00,00,NaN
2014,10,24,07,00,00,NaN
2014,10,24,08,00,00,NaN
2014,10,24,09,00,00,NaN
2014,10,24,10,00,00,NaN
2014,10,24,11,00,00,NaN
2014,10,24,12,00,00,NaN
2014,10,24,13,00,00,NaN
2014,10,24,14,00,00,NaN
2014,10,24,15,00,00,NaN
2014,10,24,16,00,00,NaN
2014,10,24,17,00,00,NaN
2014,10,24,18,00,00,NaN
2014,10,24,19,00,00,NaN
2014,10,24,20,00,00,NaN
2014,10,24,21,00,00,NaN
2014,10,24,22,00,00,NaN
2014,10,24,23,00,00,NaN
2014,10,25,00,00,00,NaN
2014,10,25,01,00,00,NaN
2014,10,25,02,00,00,NaN
2014,10,25,03,00,00,NaN
2014,10,25,04,00,00,NaN
2014,10,25,05,00,00,NaN
2014,10,25,06,00,00,NaN
2014,10,25,07,00,00,NaN
2014,10,25,08,00,00,NaN
2014,10,25,09,00,00,NaN
2014,10,25,10,00,00,NaN
2014,10,25,11,00,00,NaN
2014,10,25,12,00,00,NaN
2014,10,25,13,00,00,NaN
2014,10,25,14,00,00,NaN
2014,10,25,15,00,00,NaN
2014,10,25,16,00,00,NaN
2014,10,25,17,00,00,NaN
2014,10,25,18,00,00,NaN
2014,10,25,19,00,00,NaN
2014,10,25,20,00,00,NaN
2014,10,25,21,00,00,NaN
2014,10,25,22,00,00,NaN
2014,10,25,23,00,00,NaN
2014,10,26,00,00,00,NaN
2014,10,26,01,00,00,NaN
2014,10,26,02,00,00,NaN
2014,10,26,03,00,00,NaN
2014,10,26,04,00,00,NaN
2014,10,26,05,00,00,NaN
2014,10,26,06,00,00,NaN
2014,10,26,07,00,00,NaN
2014,10,26,08,00,00,NaN
2014,10,26,09,00,00,NaN
2014,10,26,10,00,00,NaN
2014,10,26,11,00,00,NaN
2014,10,26,12,00,00,NaN
2014,10,26,13,00,00,NaN
2014,10,26,14,00,00,NaN
2014,10,26,15,00,00,NaN
2014,10,26,16,00,00,NaN
2014,10,26,17,00,00,NaN
2014,10,26,18,00,00,NaN
2014,10,26,19,00,00,NaN
2014,10,26,20,00,00,NaN
2014,10,26,21,00,00,NaN
2014,10,26,22,00,00,NaN
2014,10,26,23,00,00,NaN
2014,10,27,00,00,00,NaN
2014,10,27,01,00,00,NaN
2014,10,27,02,00,00,NaN
2014,10,27,03,00,00,NaN
2014,10,27,04,00,00,NaN
2014,10,27,05,00,00,NaN
2014,10,27,06,00,00,NaN
2014,10,27,07,00,00,NaN
2014,10,27,08,00,00,NaN
2014,10,27,09,00,00,NaN
2014,10,27,10,00,00,NaN
2014,10,27,11,00,00,NaN
2014,10,27,12,00,00,NaN
2014,10,27,13,00,00,NaN
2014,10,27,14,00,00,NaN
2014,10,27,15,00,00,NaN
2014,10,27,16,00,00,NaN
2014,10,27,17,00,00,NaN
2014,10,27,18,00,00,NaN
2014,10,27,19,00,00,NaN
2014,10,27,20,00,00,NaN
2014,10,27,21,00,00,NaN
2014,10,27,22,00,00,NaN
2014,10,27,23,00,00,NaN
2014,10,28,00,00,00,NaN
2014,10,28,01,00,00,NaN
2014,10,28,02,00,00,NaN
2014,10,28,03,00,00,NaN
2014,10,28,04,00,00,NaN
2014,10,28,05,00,00,NaN
2014,10,28,06,00,00,NaN
2014,10,28,07,00,00,NaN
2014,10,28,08,00,00,NaN
2014,10,28,09,00,00,NaN
2014,10,28,10,00,00,NaN
2014,10,28,11,00,00,NaN
2014,10,28,12,00,00,NaN
2014,10,28,13,00,00,NaN
2014,10,28,14,00,00,NaN
2014,10,28,15,00,00,NaN
2014,10,28,16,00,00,NaN
2014,10,28,17,00,00,NaN
2014,10,28,18,00,00,NaN
2014,10,28,19,00,00,NaN
2014,10,28,20,00,00,NaN
2014,10,28,21,00,00,NaN
2014,10,28,22,00,00,NaN
2014,10,28,23,00,00,NaN
2014,10,29,00,00,00,NaN
2014,10,29,01,00,00,NaN
2014,10,29,02,00,00,NaN
2014,10,29,03,00,00,NaN
2014,10,29,04,00,00,NaN
2014,10,29,05,00,00,NaN
2014,10,29,06,00,00,NaN
2014,10,29,07,00,00,NaN
2014,10,29,08,00,00,NaN
2014,10,29,09,00,00,NaN
2014,10,29,10,00,00,NaN
2014,10,29,11,00,00,NaN
2014,10,29,12,00,00,NaN
2014,10,29,13,00,00,NaN
2014,10,29,14,00,00,NaN
2014,10,29,15,00,00,NaN
2014,10,29,16,00,00,NaN
2014,10,29,17,00,00,NaN
2014,10,29,18,00,00,NaN
2014,10,29,19,00,00,NaN
2014,10,29,20,00,00,NaN
2014,10,29,21,00,00,NaN
2014,10,29,22,00,00,NaN
2014,10,29,23,00,00,NaN
2014,10,30,00,00,00,NaN
2014,10,30,01,00,00,NaN
2014,10,30,02,00,00,NaN
2014,10,30,03,00,00,NaN
2014,10,30,04,00,00,NaN
2014,10,30,05,00,00,NaN
2014,10,30,06,00,00,NaN
2014,10,30,07,00,00,NaN
2014,10,30,08,00,00,NaN
2014,10,30,09,00,00,NaN
2014,10,30,10,00,00,NaN
2014,10,30,11,00,00,NaN
2014,10,30,12,00,00,NaN
2014,10,30,13,00,00,NaN
2014,10,30,14,00,00,NaN
2014,10,30,15,00,00,NaN
2014,10,30,16,00,00,NaN
2014,10,30,17,00,00,NaN
2014,10,30,18,00,00,NaN
2014,10,30,19,00,00,NaN
2014,10,30,20,00,00,NaN
2014,10,30,21,00,00,NaN
2014,10,30,22,00,00,NaN
2014,10,30,23,00,00,NaN
2014,10,31,00,00,00,NaN
2014,10,31,01,00,00,NaN
2014,10,31,02,00,00,NaN
2014,10,31,03,00,00,NaN
2014,10,31,04,00,00,NaN
2014,10,31,05,00,00,NaN
2014,10,31,06,00,00,NaN
2014,10,31,07,00,00,NaN
2014,10,31,08,00,00,NaN
2014,10,31,09,00,00,NaN
2014,10,31,10,00,00,NaN
2014,10,31,11,00,00,NaN
2014,10,31,12,00,00,NaN
2014,10,31,13,00,00,NaN
2014,10,31,14,00,00,NaN
2014,10,31,15,00,00,NaN
2014,10,31,16,00,00,NaN
2014,10,31,17,00,00,NaN
2014,10,31,18,00,00,NaN
2014,10,31,19,00,00,NaN
2014,10,31,20,00,00,NaN
2014,10,31,21,00,00,NaN
2014,10,31,22,00,00,NaN
2014,10,31,23,00,00,NaN
2014,11,01,00,00,00,NaN
2014,11,01,01,00,00,NaN
2014,11,01,02,00,00,NaN
2014,11,01,03,00,00,NaN
2014,11,01,04,00,00,NaN
2014,11,01,05,00,00,NaN
2014,11,01,06,00,00,NaN
2014,11,01,07,00,00,NaN
2014,11,01,08,00,00,NaN
2014,11,01,09,00,00,NaN
2014,11,01,10,00,00,NaN
2014,11,01,11,00,00,NaN
2014,11,01,12,00,00,NaN
2014,11,01,13,00,00,NaN
2014,11,01,14,00,00,NaN
2014,11,01,15,00,00,NaN
2014,11,01,16,00,00,NaN
2014,11,01,17,00,00,NaN
2014,11,01,18,00,00,NaN
2014,11,01,19,00,00,NaN
2014,11,01,20,00,00,NaN
2014,11,01,21,00,00,NaN
2014,11,01,22,00,00,NaN
2014,11,01,23,00,00,NaN
2014,11,02,00,00,00,NaN
2014,11,02,01,00,00,NaN
2014,11,02,02,00,00,NaN
2014,11,02,03,00,00,NaN
2014,11,02,04,00,00,NaN
2014,11,02,05,00,00,NaN
2014,11,02,06,00,00,NaN
2014,11,02,07,00,00,NaN
2014,11,02,08,00,00,NaN
2014,11,02,09,00,00,NaN
2014,11,02,10,00,00,NaN
2014,11,02,11,00,00,NaN
2014,11,02,12,00,00,NaN
2014,11,02,13,00,00,NaN
2014,11,02,14,00,00,NaN
2014,11,02,15,00,00,NaN
2014,11,02,16,00,00,NaN
2014,11,02,17,00,00,NaN
2014,11,02,18,00,00,NaN
2014,11,02,19,00,00,NaN
2014,11,02,20,00,00,NaN
2014,11,02,21,00,00,NaN
2014,11,02,22,00,00,NaN
2014,11,02,23,00,00,NaN
2014,11,03,00,00,00,NaN
2014,11,03,01,00,00,NaN
2014,11,03,02,00,00,NaN
2014,11,03,03,00,00,NaN
2014,11,03,04,00,00,NaN
2014,11,03,05,00,00,NaN
2014,11,03,06,00,00,NaN
